pr;DB;Interpreter;Logging;Thread;Data Structure;DevOps;i18n;Logic;Microservices;ML;Test;Search;IO;UI;Parser;Security;Cloud;Big Data;App;GIS;Util;NLP;APM;Network;Title;Body;prIssue;issue;issueTitle;issueBody;issueComments;issueTitleLink;issueBodyLink;issueCommentsLink;isPR;isTrain;commitMessage;Comments
3684;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;moe sync 2019-11-06;this code has been reviewed and submitted internally. feel free to discuss on the pr  and we can submit follow-up changes as necessary.  commits: ===== <p> add @suppresswarnings( donotmock ) to mocked com.google.common types  @donotmock will be added to these types. this change suppresses warnings for current cases where these types are mocked.  13ed6d3846bb3765b19ec06819a215ae93644b6c  -------  <p> add graphbuilder.incidentedgeorder().  2c1db61cfae457a58554f4390c3907f18f406b6a  -------  <p> remove usages of deprecated charmatcher functions  3565  213ec90d8647412c4d25870fbc1c8bb3a44798ff  -------  <p> have immutablegraph.builder set incidentedgeorder to stable().  c43a2bf57ccc089bb64f2704321e175a611cdc4b  -------  <p> migrate org.mockito.matchers#any* to org.mockito.argumentmatchers  the former is deprecated and replaced by the latter in mockito 2. however  there is a functional difference: argumentmatchers will reject  null  and check the type if the matcher specified a type (e.g.  any(class)  or  anyint() ).  any()  will remain to accept anything.  all remaining  any(class)  references are migrated to  nulllable(class)  to maintain the functionality of mockito 1. all remaining  anystring()  references are migrated to  nullable(string.class)  to maintain the functionality of mockito 1.  3e96e06575ea0bb1e8be61ce2edd57ac9427c71d;;0;fix concurrentmodificationexception in statemachine listener management;when cleaning up listener future acquire lock on futurestatechange;"looks goodprobably should mark the listeners variable as guarded by ""this"" as well || ";;;;0;1;;
3684;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;moe sync 2019-11-06;this code has been reviewed and submitted internally. feel free to discuss on the pr  and we can submit follow-up changes as necessary.  commits: ===== <p> add @suppresswarnings( donotmock ) to mocked com.google.common types  @donotmock will be added to these types. this change suppresses warnings for current cases where these types are mocked.  13ed6d3846bb3765b19ec06819a215ae93644b6c  -------  <p> add graphbuilder.incidentedgeorder().  2c1db61cfae457a58554f4390c3907f18f406b6a  -------  <p> remove usages of deprecated charmatcher functions  3565  213ec90d8647412c4d25870fbc1c8bb3a44798ff  -------  <p> have immutablegraph.builder set incidentedgeorder to stable().  c43a2bf57ccc089bb64f2704321e175a611cdc4b  -------  <p> migrate org.mockito.matchers#any* to org.mockito.argumentmatchers  the former is deprecated and replaced by the latter in mockito 2. however  there is a functional difference: argumentmatchers will reject  null  and check the type if the matcher specified a type (e.g.  any(class)  or  anyint() ).  any()  will remain to accept anything.  all remaining  any(class)  references are migrated to  nulllable(class)  to maintain the functionality of mockito 1. all remaining  anystring()  references are migrated to  nullable(string.class)  to maintain the functionality of mockito 1.  3e96e06575ea0bb1e8be61ce2edd57ac9427c71d;;1511.0;1x: javadoc for producer;see #1511; ;missing javadoc comments for producerjava;"the producer interface needs an interface description in the javadocsive flagged areas that need help in the javadocs with ""@warn"" tags that tag is not part of the javadoc standard so it triggers a javadoc compilation warning please remove those tags from any areas that you fix";closing via #3684 ||;1;0;1x: javadoc for producer;
3684;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;moe sync 2019-11-06;this code has been reviewed and submitted internally. feel free to discuss on the pr  and we can submit follow-up changes as necessary.  commits: ===== <p> add @suppresswarnings( donotmock ) to mocked com.google.common types  @donotmock will be added to these types. this change suppresses warnings for current cases where these types are mocked.  13ed6d3846bb3765b19ec06819a215ae93644b6c  -------  <p> add graphbuilder.incidentedgeorder().  2c1db61cfae457a58554f4390c3907f18f406b6a  -------  <p> remove usages of deprecated charmatcher functions  3565  213ec90d8647412c4d25870fbc1c8bb3a44798ff  -------  <p> have immutablegraph.builder set incidentedgeorder to stable().  c43a2bf57ccc089bb64f2704321e175a611cdc4b  -------  <p> migrate org.mockito.matchers#any* to org.mockito.argumentmatchers  the former is deprecated and replaced by the latter in mockito 2. however  there is a functional difference: argumentmatchers will reject  null  and check the type if the matcher specified a type (e.g.  any(class)  or  anyint() ).  any()  will remain to accept anything.  all remaining  any(class)  references are migrated to  nulllable(class)  to maintain the functionality of mockito 1. all remaining  anystring()  references are migrated to  nullable(string.class)  to maintain the functionality of mockito 1.  3e96e06575ea0bb1e8be61ce2edd57ac9427c71d;;3565.0;moe sync 2019-11-06;"this code has been reviewed and submitted internally feel free to discuss onthe pr and we can submit follow-up changes as necessarycommits:<p> add @suppresswarnings(""donotmock"") to mocked comgooglecommon types@donotmock will be added to these types this change suppresses warnings for current cases where these types are mocked13ed6d3846bb3765b19ec06819a215ae93644b6c-------<p> add graphbuilderincidentedgeorder()2c1db61cfae457a58554f4390c3907f18f406b6a-------<p> remove usages of deprecated charmatcher functions3565213ec90d8647412c4d25870fbc1c8bb3a44798ff-------<p> have immutablegraphbuilder set incidentedgeorder to stable()c43a2bf57ccc089bb64f2704321e175a611cdc4b-------<p> migrate orgmockitomatchers#any* to orgmockitoargumentmatchersthe former is deprecated and replaced by the latter in mockito 2 however there is afunctional difference: argumentmatchers will reject `null` and check the typeif the matcher specified a type (eg `any(class)` or `anyint()`) `any()` willremain to accept anythingall remaining `any(class)` references are migrated to `nulllable(class)` to maintain the functionality of mockito 1all remaining `anystring()` references are migrated to `nullable(stringclass)` to maintain the functionality of mockito 13e96e06575ea0bb1e8be61ce2edd57ac9427c71d";;remove usages of deprecated charmatcher functions;methods like charmatcherdigit() or javaletterdigit() which would match digit and digit or letters in string is being deprecated by guava such methods are replace by inrange methods for example instead of digit() it would be inrange(0 9)this pr closes #3544;           i  it || clas look good thanks!  ||;1;0;migrate orgmockitomatchers#any* to orgmockitoargumentmatchersthe former is deprecated and replaced by the latter in mockito 2 however there is afunctional difference: argumentmatchers will reject `null` and check the typeif the matcher specified a type (eg `any(class)` or `anyint()`) `any()` willremain to accept anythingall remaining `any(class)` references are migrated to `nulllable(class)` to maintain the functionality of mockito 1all remaining `anystring()` references are migrated to `nullable(stringclass)` to maintain the functionality of mockito 1-------------created by moe: https://githubcom/google/moemoe_migrated_revid278736072;
3690;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;moe sync 2019-11-07;this code has been reviewed and submitted internally. feel free to discuss on the pr  and we can submit follow-up changes as necessary.  commits: ===== <p> simplify some range constraints.  fixes   88ef8691008d0c8c65f06a8eeb6a4e253a7a4868  -------  <p> add javadoc in attempt to help readers differentiate futures.allaslist() vs futures.successfulaslist().  980e6e68b72c1adb89b01862b12fdf554b1d5f33  -------  <p> fix broken links in atomicdouble.  see   6c501c499020db010dd96918c26b3a07a655a1dd;;0;moe sync 2019-11-07;this code has been reviewed and submitted internally feel free to discuss onthe pr and we can submit follow-up changes as necessarycommits:<p> simplify some range constraintsfixes  add javadoc in attempt to help readers differentiate futuresallaslist() vs futuressuccessfulaslist()980e6e68b72c1adb89b01862b12fdf554b1d5f33-------<p> fix broken links in atomicdoublesee https://githubcom/google/guava/pull/36896c501c499020db010dd96918c26b3a07a655a1dd;;;;;1;1;fix broken links in atomicdoublesee  by moe: https://githubcom/google/moemoe_migrated_revid279162422;
3690;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;moe sync 2019-11-07;this code has been reviewed and submitted internally. feel free to discuss on the pr  and we can submit follow-up changes as necessary.  commits: ===== <p> simplify some range constraints.  fixes   88ef8691008d0c8c65f06a8eeb6a4e253a7a4868  -------  <p> add javadoc in attempt to help readers differentiate futures.allaslist() vs futures.successfulaslist().  980e6e68b72c1adb89b01862b12fdf554b1d5f33  -------  <p> fix broken links in atomicdouble.  see   6c501c499020db010dd96918c26b3a07a655a1dd;;0;how to save/export result into hdfs in presto shell?;how to save the output of sql statements to hdfs in presto shell client ? is there any semantic like the hive `insert overwrite [local] directory /tmp/output/ select * ` ?;the closest you can get is to create another table with your results:`create table xxx as select `you can export data to a local directory by invoking the cli with `--execute` or `--file` (though what out for  also been considering adding a new connector that can read/write from distributed filesystems (s3 hdfs etc) without the need for a hive metastore but when and exactly how itd be implemented is to be determined || @martint can presto support read/write from distributed filesystems (s3 hdfs etc) without the need for a hive metastore now? ||;;;;0;1;;
3690;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;moe sync 2019-11-07;this code has been reviewed and submitted internally. feel free to discuss on the pr  and we can submit follow-up changes as necessary.  commits: ===== <p> simplify some range constraints.  fixes   88ef8691008d0c8c65f06a8eeb6a4e253a7a4868  -------  <p> add javadoc in attempt to help readers differentiate futures.allaslist() vs futures.successfulaslist().  980e6e68b72c1adb89b01862b12fdf554b1d5f33  -------  <p> fix broken links in atomicdouble.  see   6c501c499020db010dd96918c26b3a07a655a1dd;;0;update nebula gradle plugin;update the gradle-rxjava-project-plugin to the latest versionupdate gradle to version 210 as well;gradle 211 is out can you not use that? || @hzsweers i didnt check recently it has just been released!ive updated the version to 211 ||   also cherry-pick to 2x? || done -> #3693 ||;;;;1;1;update nebula gradle plugin;
3690;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;moe sync 2019-11-07;this code has been reviewed and submitted internally. feel free to discuss on the pr  and we can submit follow-up changes as necessary.  commits: ===== <p> simplify some range constraints.  fixes   88ef8691008d0c8c65f06a8eeb6a4e253a7a4868  -------  <p> add javadoc in attempt to help readers differentiate futures.allaslist() vs futures.successfulaslist().  980e6e68b72c1adb89b01862b12fdf554b1d5f33  -------  <p> fix broken links in atomicdouble.  see   6c501c499020db010dd96918c26b3a07a655a1dd;;3679; file link deletion dialog improvements;"this pull request fixes the following issues:* when a file link in a bibliography entry is deleted by the user a dialog is displayed previously the default (first) dialog option deleted the linked file from disk the default behaviour has been changed to just removing the file link from the entry  this is a fix to issue #3679 3679 * when clicking the ""cancel"" button in the file link deletion dialog the file  was being deleted from the list this behaviour has been  by changing the return value of the `delete()` method when the ""cancel"" button is chosen## example screenshot:![2018-02-04-001057_477x142_scrot]( checklist:-  change in changelogmd described-  -  -  manually tested changed features in running jabref-   ( [helpjabreforg]( am unsure whether the remaining checklist items are applicable to this pull requesti would be willing to provide tests for the `delete()` method however the `dialogservice` member cannot be stubbed-in/mocked as it is (as it is marked `final`) and therefore i cant control the returned chosen option from inside the unit testi would appreciate any pointers and suggestions";thanks for your contribution! i have tested the changes locally and it works as expecteda little step for you a great step for ~~humanity~~ jabref users )just add the suggestions by  @tobiasdiez  and we can merge it in ps: if you include the word  `xxxx` then the corresponding issue will be closed automatically when the pr is merged  || thank you for your pointers! i have locally added `buttondatayes` and now i will attempt to prepare a test suite for the `remove()` method at least and push everything out when its ready    || okay i pushed out the changes adding the button data restored the original button order (at least on linux) but the remove button is now clearly the default and as far as i can tell from [javafx docs]( this is the desired behaviourthe test code im not too proud of -- theres some weird hacking going on there to get the tests running and i had to balance between not making them brittle and not worsening the implementations readability just for tests sake if you have ideas for improvements id be happy to go back and fix the ugliness || well if im this close might as well try and make this pr as good as possible!ive added the suggested changes however i did leave some of the parentheses as they were -- near those long mock setup calls to be precise because i couldnt make them look decent otherwise || nice thanks again for your contributions we are looking forward to see more prs from you 😄  ||;delete from disk should not be default option/selected on delete in file tab;( the buttons should be sufficient;"hi!   i have submitted a pull request (#3690) aiming to fix this issue (and another issue with the ""cancel"" button which i discovered during testing my first change) i would appreciate it if you could review the changes and suggest possible improvements! || ";1;0;code style adjustments in dialog test cases* added non-empty link to file in one test for clarity* removed unnecessary newlines* changed test method names to adhere to chosen naming convention;
3695;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;moe sync 2019-11-11;this code has been reviewed and submitted internally. feel free to discuss on the pr  and we can submit follow-up changes as necessary.  commits: ===== <p> roll forward cl 269313299.  *** original change description ***  let listenablefuture implement thenable via a default interface method in j2cl  639d873cc139a32b270ba5a11a7ceb87cf8460c0;;0;moe sync 2019-11-11;this code has been reviewed and submitted internally feel free to discuss onthe pr and we can submit follow-up changes as necessarycommits:<p> roll forward cl 269313299*** original change description ***let listenablefuture implement thenable via a default interface method in j2cl639d873cc139a32b270ba5a11a7ceb87cf8460c0;;;;;1;1;roll forward cl 269313299*** original change description ***let listenablefuture implement thenable via a default interface method in j2cl-------------created by moe: https://githubcom/google/moemoe_migrated_revid279693687;
3695;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;moe sync 2019-11-11;this code has been reviewed and submitted internally. feel free to discuss on the pr  and we can submit follow-up changes as necessary.  commits: ===== <p> roll forward cl 269313299.  *** original change description ***  let listenablefuture implement thenable via a default interface method in j2cl  639d873cc139a32b270ba5a11a7ceb87cf8460c0;;0;code formatting;none of the codes functionallity was actually changed all i did was to click ´source -> format´ to clean up the code slightly especially useful for java source code as well as xml files----not necessary just for a simple code formatting :)-  change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?);the xml files are generated for the test cases please adopt `editorconfig` to match the formatting of the files and not the other way round ||;;;;0;1;;
3695;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;moe sync 2019-11-11;this code has been reviewed and submitted internally. feel free to discuss on the pr  and we can submit follow-up changes as necessary.  commits: ===== <p> roll forward cl 269313299.  *** original change description ***  let listenablefuture implement thenable via a default interface method in j2cl  639d873cc139a32b270ba5a11a7ceb87cf8460c0;;0;fail casts between json and varchar;;back to you to make these throw an exception like we discussed || looks good check that those travis failures arent related though ||;;;;0;1;;
3695;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;moe sync 2019-11-11;this code has been reviewed and submitted internally. feel free to discuss on the pr  and we can submit follow-up changes as necessary.  commits: ===== <p> roll forward cl 269313299.  *** original change description ***  let listenablefuture implement thenable via a default interface method in j2cl  639d873cc139a32b270ba5a11a7ceb87cf8460c0;;0;release 111 changesmd;preparation for 111;   typo || @stevegury feel free to merge and make the release also happen ||;;;;1;1;release 111 changesmd;
3698;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;moe sync 2019-11-13;this code has been reviewed and submitted internally. feel free to discuss on the pr  and we can submit follow-up changes as necessary.  commits: ===== <p> migrate from arrays to immutablesets in inetaddressestest.  b827d92dbdd949550ecdf975111e4e0a4a4c7740;;0;moe sync 2019-11-13;this code has been reviewed and submitted internally feel free to discuss onthe pr and we can submit follow-up changes as necessarycommits:<p> migrate from arrays to immutablesets in inetaddressestestb827d92dbdd949550ecdf975111e4e0a4a4c7740;;;;;1;1;migrate from arrays to immutablesets in inetaddressestestrelnotesn/a-------------created by moe: https://githubcom/google/moemoe_migrated_revid280186277;
3698;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;moe sync 2019-11-13;this code has been reviewed and submitted internally. feel free to discuss on the pr  and we can submit follow-up changes as necessary.  commits: ===== <p> migrate from arrays to immutablesets in inetaddressestest.  b827d92dbdd949550ecdf975111e4e0a4a4c7740;;0;annnotation tab new design;   -->-----  change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?);closed in favor of #3701 ||;;;;0;1;;
3698;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;moe sync 2019-11-13;this code has been reviewed and submitted internally. feel free to discuss on the pr  and we can submit follow-up changes as necessary.  commits: ===== <p> migrate from arrays to immutablesets in inetaddressestest.  b827d92dbdd949550ecdf975111e4e0a4a4c7740;;0;update docs for release;;;;;;0;1;;
3698;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;moe sync 2019-11-13;this code has been reviewed and submitted internally. feel free to discuss on the pr  and we can submit follow-up changes as necessary.  commits: ===== <p> migrate from arrays to immutablesets in inetaddressestest.  b827d92dbdd949550ecdf975111e4e0a4a4c7740;;0;operatorgroupby doesnt complete when children are not subscribed to;this issue affects < 1017 but seems to be  in the 111 back-port of the 2x operatorgroupbythe problem:when `groupbysubscriber` receives a completed event from upstream it immediately emits calls oncompleted() on all children but then waits for all children to unsubscribe before propagating oncompleted() to the immediate downstream subscribersit seems to me that the operator ought to immediately complete the `observable<groupedobservable>` since there will be no further `groupedobservable`s  it would then be the responsibility of downstream operators to manage the output groups and await termination as appropriate - eg as operatormerge doesthis can be seen in two primary scenarios:1 where one or more of the `groupedobservable`s are never subscribed to2 where the `observable<groupedobservable>` is collected into a list or similar collection typein both cases the chain will never complete;ive pushed a failing test case on a fork of the 1017 release along with a simple fix for it that passes the test cases on that branch should there ever be a 1018 releaseive also cherry-picked the tests onto 1x (where they all pass) as a regression test im not sure if cherry-picking is an acceptable practice on the reactivex repos - let me know if youd rather i merge it or something || the test has been merged in #3699 i dont think versions of the pattern 10x will be updated any further we will only support 1x and 2x together ||;;;;0;1;;
3699;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;moe sync 2019-11-13;this code has been reviewed and submitted internally. feel free to discuss on the pr  and we can submit follow-up changes as necessary.  commits: ===== <p> clean up some unnecessary initializations.  df0d13f964c729a3e0311f0b9db7e42fea70945e;;0;moe sync 2019-11-13;this code has been reviewed and submitted internally feel free to discuss onthe pr and we can submit follow-up changes as necessarycommits:<p> clean up some unnecessary initializationsdf0d13f964c729a3e0311f0b9db7e42fea70945e;;;;;1;1;clean up some unnecessary initializationsrelnotesn/a-------------created by moe: https://githubcom/google/moemoe_migrated_revid280196393;
3699;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;moe sync 2019-11-13;this code has been reviewed and submitted internally. feel free to discuss on the pr  and we can submit follow-up changes as necessary.  commits: ===== <p> clean up some unnecessary initializations.  df0d13f964c729a3e0311f0b9db7e42fea70945e;;0;fix space leads to jump in entry editor;   -->-----  change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?);;;;;1;1;fix space leads to jump in entry editor;
3699;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;moe sync 2019-11-13;this code has been reviewed and submitted internally. feel free to discuss on the pr  and we can submit follow-up changes as necessary.  commits: ===== <p> clean up some unnecessary initializations.  df0d13f964c729a3e0311f0b9db7e42fea70945e;;0;fix error when reading a nested struct with missing optional fields in parquet;"to reproduce have the schema like this with the ""firstoptionalint"" missing and ""secondstring"" as some string bigger than 8 characters and run a select \* query on it```(justfirstnonimportantthing bigint anestedstruct struct(        firstoptionalint bigint        secondstring string))```the relevant part of stacktrace looks something like this:```caused by: javalangillegalstateexception: expected entry size to be exactly 8 but was 12    at comfacebookprestospiblockwidthblockbuildercloseentry(fixedwidthblockbuilderjava:175)    at comfacebookprestospiblockinterleavedblockbuildercloseentry(interleavedblockbuilderjava:210)    at comfacebookprestospiblockarrayelementblockwritercloseentry(arrayelementblockwriterjava:118)    at comfacebookprestospitypevarbinarytypewriteslice(varbinarytypejava:109)    ```the problem is that the blockbuilders entryadded() function is called only for the values that are present so the ""secondstring"" is being written into the fixedwidthblockbuilder that was meant for the bigint before this in this particular case string size was 12";;;;;0;1;;
3699;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;moe sync 2019-11-13;this code has been reviewed and submitted internally. feel free to discuss on the pr  and we can submit follow-up changes as necessary.  commits: ===== <p> clean up some unnecessary initializations.  df0d13f964c729a3e0311f0b9db7e42fea70945e;;0;1x: groupby regression test case;this is passing against 111 with the back-ported operatorgroupby but would be good to have it in as a regression testsee also: #3698;could you please squash the commits? ||;;;;1;1;3698] correct indentation;
3703;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;moe sync 2019-11-14;this code has been reviewed and submitted internally. feel free to discuss on the pr  and we can submit follow-up changes as necessary.  commits: ===== <p> move the big integer conversion code into inetaddresses  relnotes=add tobiginteger and fromipv4biginteger/fromipv6biginteger to inetaddresses for manipulating inetaddresses as bigintegers  a544e97d10572d0a71c481e2b833ad19a3a7de4f  -------  <p> add support for scope ids to inetaddresses.isinetaddress().  fixes   1d3780724431da91b28bbf50fcb13f27459f4710  -------  <p> format with locale.root.  this guarantees that the message matches across locales  including hi-in  which we test with under maven:    b29efa54b23b3cb28f4e150d045b83b8196d9050;;0;moe sync 2019-11-14;this code has been reviewed and submitted internally feel free to discuss onthe pr and we can submit follow-up changes as necessarycommits:<p> move the big integer conversion code into inetaddressesrelnotesadd tobiginteger and fromipv4biginteger/fromipv6biginteger to inetaddresses for manipulating inetaddresses as bigintegersa544e97d10572d0a71c481e2b833ad19a3a7de4f-------<p> add support for scope ids to inetaddressesisinetaddress()fixes  format with localerootthis guarantees that the message matches across locales including hi-in which we test with under maven //travis-ciorg/google/guava/jobs/611945191https://githubcom/google/guava/blob/cc6cff2df9d66d4d9cd18f378cb75d03f7002852/pomxml#l212b29efa54b23b3cb28f4e150d045b83b8196d9050;;;;;1;1;format with localerootthis guarantees that the message matches across locales including hi-in which we test with under maven: by moe: https://githubcom/google/moemoe_migrated_revid280441968;
3703;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;moe sync 2019-11-14;this code has been reviewed and submitted internally. feel free to discuss on the pr  and we can submit follow-up changes as necessary.  commits: ===== <p> move the big integer conversion code into inetaddresses  relnotes=add tobiginteger and fromipv4biginteger/fromipv6biginteger to inetaddresses for manipulating inetaddresses as bigintegers  a544e97d10572d0a71c481e2b833ad19a3a7de4f  -------  <p> add support for scope ids to inetaddresses.isinetaddress().  fixes   1d3780724431da91b28bbf50fcb13f27459f4710  -------  <p> format with locale.root.  this guarantees that the message matches across locales  including hi-in  which we test with under maven:    b29efa54b23b3cb28f4e150d045b83b8196d9050;;0;orgjson should not be used - update unirest library to new version;orgjson is non-free software:  is the way to go;"i would prefer gson i use that in share latex and we already have guava as deps  || is it this library?!  we could make a pr there if you want to || ( || more readings:-   ||   seems to be most modern drop-in alternative || the reason i prefer gson over the standard json  is because it directly supports generics and allows to have a clear hierarchy (all classes are dervied from jsonelement - such kind of structure does not exist in orgjson/openjson) and you can always chain methods eg getasjsonarray()get(0)getasint() furthermore it is already java 9 compatible  || @siedlerchr feel free to rewrite the code of jabref to use gson instead of `orgjson` 😇  || the dependency comes from unirest  think we decided on the jabcon to remove that dependency and stick with jersey the official reference implementation i will convert the code to use jersey + gson || yeah - this is the way to go!side story: i tried to replace the dependency by [openjson]( during the gradle build however they changed the package name to `comgithubopenjson` replacing it  comvaadinexternalgoogle:android-json:0020131108vaadin1` leads to an additional exception `jsonexception` which needs to be handled by our code somehow  || i currently try to use it with gson it works in general but is has the  disadvantage against the openjson implementation that it does not have these pseudo-optional methods:openjson can return pseudo optionals//defaults  eg if a field is not present it can return an empty string by default || so the only reason why we have to rewrite everything json and unirest-related is because of a single stupid line in a license file? can we not just ignore this as we have done so far? || yes because we want to keep jabref distributed in linux distributions otherwise jabref is not open source and free software> this license is considered non-free by debian gnu project fedora google red hat legal free software foundationsource:  for devcall || which binary of jabref introduced the non free library first? we have to adjust the license settings in distributions please update the wrong license file according to the real license until it is please inform distributions next time you recognize that your license information was wrong || @jonasstein  it was an external dependency see abovei see there is now  it also uses orgjson but it seems to be under active developmend so they could replace it with openjson i hope || @siedlerchr excuse me if i misunderstand your reply as far i could see you provide a jabref jar which includes the non free orgjson library || refs  || ok  seems to be the recent ""cool""  client:  alternatives:  of what we do we need an[adr]( || @koppor kong/unirest-java#176 is resolved and allows use of gson instead of orgjson || as unirest now has removed orgjson it should be safe to upgrade to the newest versionnote that the library name has changed  || @siedlerchr could you provide more details (from which name to which name) or just replace the dependency and make a pr? 😇  || i will try to look into it if no one else is interested could be a good first issuesee the upgrade guide:  namespace is now:```<dependency>    <groupid>comkonghq</groupid>    <artifactid>unirest-java</artifactid>    <version>3100</version></dependency>``` || thanks to @johahu  this issue is now resolved || ";;;;0;1;;
3703;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;moe sync 2019-11-14;this code has been reviewed and submitted internally. feel free to discuss on the pr  and we can submit follow-up changes as necessary.  commits: ===== <p> move the big integer conversion code into inetaddresses  relnotes=add tobiginteger and fromipv4biginteger/fromipv6biginteger to inetaddresses for manipulating inetaddresses as bigintegers  a544e97d10572d0a71c481e2b833ad19a3a7de4f  -------  <p> add support for scope ids to inetaddresses.isinetaddress().  fixes   1d3780724431da91b28bbf50fcb13f27459f4710  -------  <p> format with locale.root.  this guarantees that the message matches across locales  including hi-in  which we test with under maven:    b29efa54b23b3cb28f4e150d045b83b8196d9050;;0;fix reversed condition in incodegenerator;;;;;;0;1;;
