190,update dematerialize so can chain correctly,just noticed this when i actually had to chain it.      java observable<file> saveresult = .       current:      java observable<notification<file>> a = saveresult.materialize().dematerialize()       expected:      java observable<file> a = saveresult.materialize().dematerialize()       here is what is happening      java observable<file> x = saveresult  observable<notification<file>> y = x.materialize()  observable<notification<file>> currentresult = y.dematerialize()  observable<file> expectedresult = observable.dematerialize(y)       workaround is to use static method to get the expected result.  with this change you can chain correctly. added unit test.      java observable<integer> obs = observable.just(1)  observable<integer> chained = obs.materialize().dematerialize()       this will be a breaking change. but i think this is the expected way.,IO,Util
205,replaced defaultformbuilder with formbuilder,replaced the deprecated defaultformbuilder with formbuilder in about ten instances.  as i was working with the external programs code  the strings there were unified to ease the translation work a bit.,IO,Util
221,212 : add shouldhavezerointeractions as bdd version of verifyzerointeractions,follow-up to #212,IO,Util
222,203 : introduce bdd inorder verification,follow-up to #203.,Util,IO
225,replaced defaultformbuilder with formbuilder,another batch of replacing the deprecated defaultformbuilder with formbuilder: autosetexternalfileforentries  basepanel  colorsetuppanel  dbconnectdialog  fromauxdialog  managekeywordsaction  masssetfieldaction  and synchronizefilefield.  clean up in util.java.,IO,Util
229,removes non-compact rank symbols in favor of compact rank,why? - because it is ugly :taxi:  - keep consistent icon width - removes 140 lines of code  five icons  one preference check box,IO,Util
232,architecture,adds a the architecturetests class that ensures that specific packages stay independent from other packages.  why? - ensure that the architecture of jabref stays healthy.,IO,Util
235,clean ups,purpose was to replace more defaultformbuilders  but ended up cleaning up minor issues and removed quite a bit of disabled code from ieeexplorefetcher (bibtex fetching and multi-page search results)  which has not been working for years  and added support for a few more publication types that ieee xplore has added.,Util,IO
236,simplify key bindings,currently  there is a key binding for  push to application  but there can be key bindings for each specific application  e.g.  lyx  vim  etc.  to simplify  there should only be a key binding for the currently selected application  hence  only the  push to application  key binding.,IO,Util
240,fixes coverage reports,test coverage reports have been broken with gradle without satisfying explanation  for quite some time. this pull request hopes to fix things,IO,Util
241,set default encoding to utf-8,the utf-8 support of latex  [biber]( and [latex editors]( is really mature. to have interoperable  .bib  files  jabref should set the default encoding (for new users) to  utf-8,Util,IO,i18n
244,pre 0.8.0 release changes,some cleanup before releasing.,Util,IO
247,add flatmap alias to mapmany,this is to match with what java 8 is adding to stream so we support the duality of iterable/collection to observable.  http://download.java.net/lambda/b86/docs/api/java/util/stream/stream.html#flatmap(java.util.function.function),IO,Util
248,removes button to merge entries and keep the old ones.,- renames merge button into  merge entries . - removes button to merge entries and keep the old ones. the old ones are now always deleted.,Util,IO
249,timestamp operation,straightforward implementation of issue #93  based on  operationmap  (without the scheduler version  as  map  doesn t take a scheduler yet either).,IO,Util
250,initial implementation of asyncsubject,i ve done some work on asyncsubject<t>  including unit tests and i m looking for feedback.   i don t expect to get this pull request immediately accepted. but i hope to find out if this is the correct workflow for this repository  and if the code is up to your standards  before i start pouring in more hours into issue #17. if you guys are ok with the asyncsubject<t> implementation i ll start working on the others.  looking forward to some feedback!,IO,Util
252,251] migrate fest assert code to assertj,251,IO,Util
256,created the initial implementation of behaviorsubject,i ve been trying to implement the behaviorsubject. functionally it works as it should  but i m not entirely happy with the static  createwithdefaultvalue(t)  method. i can t create a static method  create(t)  because subject extends observable  which has a static  create(object)  method. so to resolve that i had to give the static method in behaviorsubject a different name.  additionally i m using an  atomicreference<t>  in this static method to keep track of the last published value. i tried coming up with different solutions to push the last published value to the observer when it s subscribing  but this seems to be the most clean solution.  if there s any feedback on either issue  please let me know.,Util,IO
263,publish  replay and cache operators,(redo of  after merging)  added basic publish ( and replay ( operators to observable. i have not done any of the overloads (particularly  replay  which has 10+ in .net.  i also added a new  cache  operator as discussed by @johngmyers and i at   playing with  replay  and  connectableobservable  it does not cater well to the typical use case of needing to just de-dupe calls (cache the responses) so this  cache  operator can be thought of as an automatic version of  replay . it comes with the same risk as  tolist  if used with infinite or very large sequences as you can not unsubscribe from it.,IO,Util
264,remove unused menus for import/export,found some dead code in jabrefframe which has been used to generate submenus for custom imports/exports.   would be glad if someone checks whether this is okay.,IO,Util
280,removes option to disable renaming in filechooser dialogs.,why? - i think this is annoying as one would expect this to work.   i can also live with the option that this is always active  but giving the user the option to choose is not good in my opinion.,Util,IO
281,operation: buffer,the buffer operation is an operation which allows you to buffer incoming events into one or more buffers. depending on their purpose  these buffers can be emitted to an  observer  when needed. in essence this means that events are collected and propagated to the  observer  in batches. the [original issue](  which this pull request addresses  mentions a total of 10 variations on this operator. this pull request contains code which supports all of them.  ![buffer](  the 10 variations which exist in rx .net  can be subdivided into two categories: single and multi buffers. with single buffers  only one buffer at any time is actively collecting incoming events  whereas with multi buffers  multiple buffers are actively collecting incoming events. in the first case the  observer  will receive every original event only once in one buffer  whereas in the latter case  the  observer  will receive every original event zero or more times. ### single buffers ##### buffer(bufferclosingselector)  the bufferclosingselector parameter is a  func0<observable<bufferclosing>> . it uses to  func0  object to construct an  observable  which produces a  bufferclosing  object. once this object has been produced by the  observable  the currently active buffer will be closed and emitted to the  observer . at the same time a new buffer will be created which will start recording incoming events.  ##### buffer(count)  this operator closes and emits the current buffer after counting a certain amount of received events. at the same time it will create a new buffer which will start recording incoming events. one example would be  buffer(2)   which with the following input:  [0  1  2  3  4  5]  will output the following buffers:  [0  1]  [2  3]  [4  5] . ##### buffer(timespan)  this operator closes and emits the current buffer after a certain amount of time has elapsed. at the same time it will create a new buffer which will start recording incoming events. ##### buffer(timespan  scheduler)  same as previous operator  but now with a custom scheduler. ##### buffer(timespan  count)  this operator closes and emits the current buffer after counting a certain amount of received events or after a certain amount of time has elapsed. at the same time it will create a new buffer which will start recording incoming events. ##### buffer(timespan  count  scheduler)  same as previous operator  but now with a custom scheduler. ### multiple buffers ##### buffer(count  skip)  this operator will create a new buffer after it has received  skip  amount of events. each buffer will be closed once it has reached a capacity of  [count . one example would be  buffer(3  1)   which with the following input:  0  1  2  3  4  5]   will output the following buffers:  [0  1  2]  [1  2  3]  [2  3  4]  [3  4  5] . ##### buffer(bufferopenings  bufferclosingselector)  this operator takes two parameters: an  observable<bufferopening>  and a  func1<bufferopening  observable<bufferclosing>> . the first parameter determines when buffers are created. the second parameter determines when the buffers are closed. every time a  bufferopening  object is received from the  observable  a new buffer is created. the received  bufferopening  object is fed into the second parameter which yields an  observable<bufferclosing>  object. when this  observable  produces a  bufferclosing  object  the associated buffer is closed and emitted. ##### buffer(timespan  timeshift)  this operator is very similar to  buffer(count  skip)   but in stead of counting events  it s based on time. the  timeshift  period defines how often a new buffer will be created. the  timespan  period defines the period between buffer construction and buffer emission. ##### buffer(timespan  timeshift  scheduler)  same as previous operator  but now with a custom scheduler.  as always  **feedback is welcome!**,Util,IO
285,make presto build in eclipse,exclude the dependency:copy goal because eclipse can not handle it.,IO,Util
287,doaj search,search for directory of open access journals. quite functional  but the remaining things should (probably) be done -  ~~help page~~ -  decide on where the bibjsonconverter class should be positioned (input?) -  more fields? ~~issn?~~ -  ~~better/more error checking~~ -  ~~handle search results with more than 100 entries properly~~ -  ~~fill empty methods in doajfetcher~~ -  ~~update status bar~~ -  add test for bibjsonconverter -  ~~enable stopping search~~  implements what is discussed in #208,Util,IO
288,add optional answer to support mocked builders,when googling the mocking of builders  a lot of people said it was not possible with mockito to support them in a clean way.  returns_deeps_stubs  does allow cascading  but can become quite fast very cumbersome. the added  returns_self  will try to return itself by looking at the method  returntype  and compare this with the class of the mock.,IO,Util
290,issue 103,adding the zip operator that works on collection of observables and a funcn.  https://github.com/netflix/rxjava/issues/103,Util,IO
302,replaced some of the getkey arguments with constants from keybinds,replaced some of the getkey arguments with constants from keybinds  change: the preamble editor dialog doesn t have its own key entry for closing it.,Util,IO
303,replaces the final(?) keybinds.string and some actions.string,some more cleanups.  in generalfetcher  the key binding for  fetch medline  is defined  which seems a bit non-intuitive. not sure how to proceed here.,Util,IO
308,removes option to toggle native file dialog on mac by making jabref a…,…lways use native file dialogs on mac  as discussed in the dev meeting. but the option is only for mac users. to make this available for all other operating system  more has to be investigated. but this is not necessary for now.,IO,Util
311,openoffice.org/libreoffice improvements,changed default file names suitable for oo.o 4 and lo 5 and added support for having both openoffice.org and libreoffice installed (sort of),IO,Util,i18n,Interpreter
331,make model independent,net.sf.jabref.model has no dependencies anymore to whatsoever in jabref. this would allow to extract these classes in a separate library. or to put them under heavy testing as this is the core of jabref.,IO,i18n,Util
343,replaced deprecated glazedlists-api with current,i replaced the deprecated calls to the glazedlists-api with the current versions. the major difference is that the new ones are not thread-safe and as such in most placed i ve used the suggested factory method to obtained a wrapped list/model.  this seems to work  but may require a bit more testing/thinking. especially to figure out if the wrapping may not be needed in all places and if there actually should be wrapping where there currently isn t.  a better option would be to explicitly lock and unlock the tables  but that require much more work.,IO,i18n,Util
345,update timing stats incrementally,they were only being updated at the end of processing a split. bytes and rows are updated incrementally so we need timings to be updated at the same rate to get consistent row and data rate reports.,Util,IO
349,issue #345 : removes previously verified invocations when capturing argument is combined with after and atmost verifiers,solves #345 by removing already verified invocations before redundant capture of their arguments in atmost class.,IO,Util
351,show folder info on tab if file names are identical,- tab shows the minimal unique folder name substring if multiple database files share the same name,Util,Test,IO
354,medline plain importer test,fixed indexoutofbounds for medlineplainimporter when testfile has lines with too few characters. removed unreachable code. created 100% testcoverage for medlineplainimporter.,Util,IO
356,test for inspecimporter,completed code coverage and discovered a bug in bibtexentrytype (bibtetentrytype.gettype() all_types.get() returns null),Util,IO
357,implemented  first  and  firstordefault  operations,this pr builds upon the  skipwhile   pr (#355) which makes implementing the two  first  variants extremely easy.  i changed  firstordefault  slightly from what rx.net does by explicitly requiring a default value as parameter of the function call. i don t know what default value i should return otherwise  except  null  (and imho this would be pretty useless).  this pr addresses issue #44.,IO,Util
362,merge  first  operator,merge pull request  with  first  and  firstordefault  operators.,Util,IO
363,hackathon project - csv output for the console,- add command line command execution to the console - add csv / tsv output format to the console  this implements  --execute  sql command  and sends the output to stdout. default format is  csv . available formats are  csv - comma separated tsv - tab separated csv_header - comma separated with an additional row that has the column names tsv_header - tab separated with an additional row that has the column names,Util,IO,Test
369,convert to netty  client,this depends on https://github.com/airlift/airlift/pull/39,IO,Util
370,add compatibility check for utf8,this pr attempts to 367  we have a bit of a problem.  utf8  came from these lines      java         try (inputstreamreader reader = openfile(filetoopen  suppliedencoding  fallbackencoding)) {             bibtexparser bp = new bibtexparser(reader)               parserresult pr = bp.parse()              pr.setencoding(reader.getencoding())       it is set in [this method call]( that s the java api. the  inputstreamreader  says that the proper name of the encoding is  utf8 .   my solution is an ugly compatibility hack in which we just insert the  -  manually. ugly  but works what do you think?,IO,Util
371,add cron based import into presto.,this is driven by a configurable background service that accepts import requests through a rest endpoint.,IO,Util
373,extracted logic out of filehistory,separated filehistory into filehistorymenu which contains the menu functions and filehistory which contains the logic for the file history.,Util,IO
375,integrated key word handling in bibtexentry,moved the key word handling to bibtexentry.  added new methods addkeyword and addkeywords to simply add one or more keywords. will be useful when merging key words later on.,Util,IO
377,removed some random unused stuff,removed unused variables  methods  and classes that i happened to stumble upon.,IO,Util
378,integrate gvk plugin,this integrates the [gvk plugin]( into jabref.  location of the original source code at http://jabref.tempelb.de/,Util,Test,IO
381,change default preferences: remote server is started,i think  the new default makes sense as jabref sometimes opens twice which is a bit annoying for me.  before resetting the preference every now and then  i had the remote server activated for a few months and it worked fine.,IO,Util
398,merge  any  pull request,merges pull   i changed  any  to  isempty  and  exists  as i agree with @samuelgruetter comment at  these names feel more idiomatic to java languages.,IO,i18n,Util
407,implemented refcount operator,please note that i placed the unit tests under the test root rather than inline with the implementation as has been done for other operators.  this is due to a bug in idea that prohibits running unit tests in folders designated as source rather than test.  i can see that a bunch of other operators follow this convention so hopefully that s okay.,Util,IO
409,implemented  synchronize  with  lock,hi   i implemented #84 to support that sending a lock to the  synchronize  operator.  i also found that there was a issue that  testmultithreadedwithnpe  and  testmultithreadedwithnpeinmiddle  might fail in some special situation. when  onerror  is invoked before any  onnext   the last statement  assertequals(1  busyobserver.maxconcurrentthreads.get())   in these methods will fail. i also fixed this issue in the pull request.,Util,IO
415,implemented the  empty  operator with scheduler,hi   i implemented the  empty  operator with scheduler #42. please take a look. thanks.,Util,IO
416,implemented the  throw  operator with scheduler,hi   i implemented the  throw  operator #89 with scheduler. i found that rxjava had an  error  method. so i just implemented the scheduler overload.,Util,IO
424,inorder timeouts,*fixes issue    *updated code provided by  in pr #20  closes #20,Util,IO
425,manual merge of pull request #407,added a unit test to #407 while testing it.,Test,IO,Util,i18n
434,very tiny typo.,missing word in error message.,Util,IO
447,caching the result of  isinternalimplementation,currently  reflective getpackage() call happens on every subscribe() invocation.  this pr sets up a concurrent hashmap to cache the result of this call per-class.,IO,Util
450,implemented the  timeinterval  operator,hi  this pr implemented the  timeinterval  operator #90. please take a look. thanks.,IO,Util
452,revise maintable,complete check and rewrite of maintable and related classes  this will fix and implement: -  #315  -  #384 - show tooltip for header columns -  #384 - show tooltip for contents which are too long for table columns -  #443  -  #445  -  add ability to drag and drop specialfield columns - ~~ allow storing position of specialfield columns~~ postponed to another pr -  remove table column for  pdf/ps  which is obsolete (498) -  remove option  show one letter heading for icon columns  which is now obsolete -  changed default order in main table: # | all file based icons (file  url/doi  ) | all bibtex field based icons (bibtexkey  entrytype  author  title  ) | all special field icons - ~~ #490~~ postponed - ~~ think about  must be implemented  vernünftig (matthias)   entry table -> fit table horizontally ....   from the minutes~~ postponed -  final cleanup + changelog,IO,Util
463,added the rest overloads of timeout operator,hi  this pr implemented the rest overloads of  timeout  operator #91. please take a look. thanks.,Test,IO,Util
472,show author/editor and journal/publisher in the main table by default,implements #470.,Util,IO
474,refactor autocompleter code,main change is that the preferences are moved to a separate class  autocompletepreferences . i also added or reworked some comments.  the tests for autocompleter should be reworked. next pr,Util,IO
476,refactored threadsafemockingprogress to a singleton,the actual implementation of [threadsafemockingprogress]( disguise that it is effectively a singleton cause the threadlocal member is static. this makes it hard to see that different instances  share the same state.  this pr - refactores  threadsafemockingprogress to provider of mockingprogress instances - uses the standard way of instantiating the initial  threadlocal value this also avoids possible race conditions,Util,Test,IO
477,compositesubscription bugfixes,- remove now also unsubscribes the removed subscription - added clear method,Test,IO
478,delete jstorimporter  edit changelog,jstor is exporting bibtex and has no own format anymore.,Util,IO
480,add event logging for split completion,the nectar payload in scribe will look like this:  {    completed_positions_rate_ten_sec : 437     completed_data_size_count_one_min : 1026901     event_type :  splitcompletion      task_id :  2.1.0      completed_data_size_total : 1026901     time_to_last_byte_ms : 24719     event_uuid :  fffb559f-7db3-40bb-aad4-56e001f1dbc8      completed_positions_count_ten_sec : 4370     time_to_first_byte_ms : 24716     completed_data_size_rate_thirty_sec : 34230.033333333     query_id :  2      execution_start_time :  2013-04-09t22:40:23.309z      wall_time_ms : 24720     completed_positions_rate_one_min : 72.833333333333     completed_data_size_count_ten_sec : 1026901     completed_positions_count_thirty_sec : 4370     completed_positions_count_one_min : 4370     cpu_time_ms : 210     split_info_json :  [{\ path\ :\ hdfs:\/\/dfs1.data.facebook.com:9000\/user\/facebook\/warehouse\/ad_account_bass_ad_obj_map\/ds=2013-04-06\/000000_0\  \ start\ :0 \ length\ :49792606 \ hosts\ :[\ hadoop2913.snc5.facebook.com.\/10.38.208.27\  \ hadoop417.snc5.facebook.com.\/10.38.27.21\  \ hadoop1829.snc5.facebook.com.\/10.38.106.27\ ]}]      completed_positions_total : 4370     completed_data_size_count_thirty_sec : 1026901     user_time_ms : 199     event_time :  2013-04-09t22:40:48.033z      completed_data_size_rate_ten_sec : 102690.1     completed_positions_rate_thirty_sec : 145.66666666667     completed_data_size_rate_one_min : 17115.016666667     event_host :  ehwang-mbp.local      stage_id :  2.1  },IO,Util
486,add autocomplete tests,- add mockito test framework: it felt really easy to write tests changing properties with mockito. see for example  namefieldautocompletertest   where the preference changes are just a one line thing. this however only works if the dependencies can be easily injected into the class.  - add a few tests to the autocompleter framework. fixed some nullpointexceptions which i found. - fixed the bug that short keys and names were not completed  tests:  bibtexkeyautocompletertest.completeshortkeyreturnskey  and  namefieldautocompletertest.completeshortnamereturnsname,Test,Util,IO
492,revert  remove deprecated method,simple git revert for an accidental removal of a deprecated api since 2.0 instead of 1.x.  482.,IO,Util
496,renames matchers to argumentmatchers to avoid name clash with hamcrest matchers class,renames  matchers  to  argumentmatchers  to avoid name clash with hamcrest  org.hamcrest.matchers  class.  this plagued usage of mockito and hamcrest together since the introduction of matchers. the work in mockito 2 beta allowed to avoid relying on hamcrest internally and thus split the hamcrest matcher factory  mockitohamcrest . yet this is not enough as using both mockito matchers and hamcrest matchers in the same class  made the developer life not comfortable when using both api.  this change helps in that regard  as it renames the import class. not this change tweaks only the class hierarchy  so current code still compiles  thanks to the javac compiler that can lookup static method in parent classes. (that is why i didn t updated tests yest  they could be upgraded in a late pr  a good timing would probably be when  matchers  is removed)   matchers  class can be removed in the next version of mockito  likely 3.0.,Util,IO
499,401 - makes the junit runner detect unused stubs,401  this is a breaking change because junit runner will now fail the test class if there is an unused stubbing.  feedback is welcome. sorry for working on it for a long time and big number of commits.,IO,Util
502,unused code,removes unused code. rationales are given for each removal in commit message.,IO,Util
508,msbibimportertest,the part  that is commented       java          //         nodelist rootlst = docin.getelementsbytagname( b:sources )          //          if(rootlst.getlength()==0)         //              rootlst = docin.getelementsbytagname( sources )          //          if(rootlst.getlength()==0)         //              return false          // system.out.println(docin.getdocumentelement().gettagname())       is covered with the part       java if ((docin != null) && !docin.getdocumentelement().gettagname().contains( sources )) {             return false          }      because in the commented part  you check  wether there is an element  b:sources . if not  then you check wether there is an element with sources. when you check wether there is an element which contains  sources   you have both in one. also if there stands something before or after  sources   then you go in the if part despite of what stands before or after  sources .   so we deleted the commented part.,Util,IO
525,add regression test for #508,as mentioned in the bug report for #508   adds a test which would catch this issue if it happened to regress in the future.,IO,Util,Test
526,add retry code back into hive client,remove other unnecessary uses of retrydriver move retrydriver to hive module,IO,Util
527,fix show partitions bug,supply a default value to bindings optional,IO,Util
531,import format reader fix,the problem is  that the stream can not be resetted without a bufferedinputstream.  however this is necessary since we check if a import file is in the right format with looking into the stream and searching for specific patterns.  result of the above mentioned issue is that i always got an error message saying  no entries found  when trying to import a file with a valid format and entries.   this fixes the issue without changing any method interfaces.,Util,IO
555,junit rules report unused stubs - 384,- makes junit rules detect unused stubs - introduces mockitolistener api - see the use case in issue #384  - recreated pr #527 with squashed commits,Util,IO
560,write all field keys in lower case,write all field keys in lower case. no more camel casing of field names. e.g.   title  is written instead of  title    howpublished  instead of  howpublished   and  doi  instead of  doi . the configuration option  use camel case for field names (e.g.   howpublished  instead of  howpublished )  is gone.  refs #116,IO,Util
567,implements #565: highlighting matches works now also for regular expr…,…essions in preview panel and entry editor,IO,Util
568,fixed #564: cite command changes are immediately reflected in the pus…,…h-to-application actions  and not only after restart,Test,IO,Util
569,remove field saving options,as decided in #116 all field saving options should be removed.  this pr purges the options from the gui and cleans up related reader and formatter classes. this simplification greatly reduces the complexity of  bibentrywriter .,IO,Util
571,pretty print primitive and wrappers types in maps,check list -  pr should be motivated  i.e. what does it fix  why  and if relevant how -  if possible / relevant include an example in the description  that could help all readers      including project members to get a better picture of the change -  avoid other runtime dependencies -  meaningful commit history   intention is important please rebase your commit history so that each      commit is meaningful and help the people that will explore a change in 2 years -  read the [contributing guide]( -  mention  <issue number>  in the description _if relevant_ -  at least one commit should mention  <issue number>  _if relevant_  in following case  user can t understand the difference between expected and actual.  code:      @test public void foo() {     foo m = mock(foo.class)      m.foo(new hashmap<string  object>(){{         put( hoge   4)      }})      verify(m).foo(new hashmap<string  object>(){{         put( hoge   4l)      }})  }  public static class foo {     void foo(map<string  object> map) {     } }      output:      argument(s) are different! wanted: foo.foo(() {hoge=4})  -> at sun.reflect.nativemethodaccessorimpl.invoke0(native method) actual invocation has different arguments: foo.foo(() {hoge=4})  -> at sun.reflect.nativemethodaccessorimpl.invoke0(native method)      if mockito outputs the  l  suffix for long values  user can understand the difference easily.  after this commit  the output will be following:      argument(s) are different! wanted: foo.foo({ hoge =4l})  -> at sun.reflect.nativemethodaccessorimpl.invoke0(native method) actual invocation has different arguments: foo.foo({ hoge =4})  -> at sun.reflect.nativemethodaccessorimpl.invoke0(native method)      this will 570,Util,IO
575,fix sf bug 482 partly: escaped brackets are now properly parsed,field values as  escaped \{ bracket  are now parsed properly by the bibtexparser. however  there is still a warning about non-matching brackets if the same string is entered directly in the review panel.,Util,IO
587,make verificationwithtimeouttest#shouldallowmixingonlywithtimeout mor…,…e lenient to reduce build failures on travis ci  the two recent build failures where both caused by this test:  https://travis-ci.org/mockito/mockito/jobs/154506554,Util,IO
594,solved #593 and cleaned up the oo-code a bit,hopefully solved #593.  try it out at   (also cleaned up the code a bit based on pmd. the actual fix is on lines 76-90 in ooutil.java.),IO,Util
597,reverted a fix that lead to new coverity warnings and more pmd cleanups,sometimes comparing objects with  ==  and  !=  is better than  equals,Util,IO
599,refactor rx.concurrency to rx.schedulers,to match the naming convention of rx.observables  rx.subjects and rx.subscriptions we have decided to rename rx.concurrency to rx.schedulers prior to the 1.0 release. these commits makes this change.  since this is a non-trivial breaking change to anyone using schedulers  this leaves the  rx.concurrency.*  classes in place and deprecates them to give time to migrate. these deprecated classes will be deleted prior to the 1.0 release.,IO,Util
600,suppressed compiler warning and unchecked collections cast,- suppressed compile time warning - refactor raw collection cast,i18n,Util,IO
602,observeon fixes,- refactor to remove imperative assignment of innerscheduler for clearer concurrency and data access - fix subscription leak (composite+multipleassignment instead of just composite) - remove confusing conditional logic for inner/outer scheduler,Test,Util,IO
607,javadoc improvements:,- consistent nomenclature - consistent/standard javadoc formatting - more-precise descriptions - timer() marble digram & wiki link - delay() marble diagram & wiki link,Util,IO
617,moves arity interfaces of java8 helper answers to public api,the java 8 helper interfaces have been introduced in #338. however the public  additionalanswers.answer  family leak the functional interfaces.  these _parameter arity_ interfaces can be public  hence they are moved next to  answer  in the  org.mockito.stubbing  package.  i m however in favor of adding the  @incubating  annotation on those apis and related objects. thoughts ?  614,IO,Util
621,serialsubscription & from,update scala bindings for serialsubscription since underlying type now implements isunsubscribed.  changed observable.from to use currentthreadscheduler (principle of least surprise). used scheduler in create instead of observeron. fixed blocking tests.,IO,Util,Test
638,fix eclipse compile errors,the eclipse incremental compiler can not deal with the short expressions. hint with some casts.,Util,IO
661,subscriptions rewrite,refactor rewrite of subscriptions by @headinthebox and myself after reviewing the various different implementations. - we removed  singleassignmentsubscription  while trying to reduce surface area and simplify code. - moved to a non-blocking state-machine model that does not lock or busy spin during  mutation states,Util,IO
667,operators skip  skiplast  take with time,rebased version  without the drain scheduler variant. - fixes issue mentioned in #666 as well.,IO,Util
669,javadoc improvements:,- diagrams for switchcase  dowhile  whiledo  ifthen  delaysubscription  single  singleordefault  takefirst  takelast (and variant forms of these) - standardizing javadoc comment formatting - standardizing nomenclature,IO,Util
690,simplify matching complexity of unlinked file finder,reenables functionality #410   important point: - removed one file.exists check in fileutil.java expandpath   i think one check after replacing / and \ is enough  without checking the expanded path with directory in front. - cache is filled at initial creation for bibdatabase  therefore no checks against the whole database  for each file entry - parse logic for file field should moved from the filelisttablemodel to filefield.java.  we could still improve quite a lot here but maybe its good enough :tm: for now.,Util,IO
691,cleanup in aux import,cleanup and warning removal.,i18n,IO,Util
697,manual merge of pull #667,manual merge of https://github.com/netflix/rxjava/pull/667,Util,IO
698,new api: mockingdetails.printinvocations() for debugging mock behavior,for motivation  see issue #543,Util,IO
699,cleanup in gui,lots of minor cleanup in gui.,IO,Util
703,remove session functionality,open tabs are saved by default. could be extended to workspace functionality later on but should be removed for now as it provides no benefits at the moment.,IO,Util
705,fixes exception typo,this is a simple correction in an error message that can be thrown by mockito.,Util,IO
712,fix scheduler memory leaks,the  newthreadscheduler    currentthreadscheduler  and  executorscheduler  all had memory leaks when doing recursion with the  func2  method signature. this pull request fixes that along with improving the unit test coverage.  the fix involved treating  outer  and  inner  schedulers differently  with  inner  being the place where recursion happens.  the memory behavior can be tested using  testrecursionmemoryusage .  this fixes the problems reported in  and   but does not change the  scheduler  or  subscription  interfaces or public implementation details.,IO,Util,Test
